,original,prompt,feedback
620,"---
- name: ""A Wildfly Playbook""
  hosts: ""{{ wildfly_ansible_hosts | default('localhost') }}""
  vars:
    wfly_version: 16.0.0.Final
    workdir: /opt/wildfly/
    wfly_zipfile: ""wildfly-{{ wfly_version }}.zip""
    wfly_download_url: https://download.jboss.org/wildfly/{{ wfly_version }}/{{ wfly_zipfile }}
    wildfly:
      home: ""{{ workdir }}/wildfly-{{ wfly_version }}/""
      user: wildfly
      min_mem: 64m
      max_mem: 512m
      metaspace_size: 96m
      metaspace_maxsize: 256m
    pgsql_module_dir: ""{{ wildfly.home }}//modules/org/postgresql/main""
    jdbc_driver_filename: postgresql-9.2-1002-jdbc4.jar
    jdbc_driver_url: https://repo.maven.apache.org/maven2/org/postgresql/postgresql/9.2-1002-jdbc4/{{ jdbc_driver_filename }}
    jdbc_driver_path: ""{{ pgsql_module_dir }}/{{ jdbc_driver_filename }}""

  tasks:
    # mostly needed if running on a docker container
    - name: ""Ensures required packages are installed""
      yum:
        name:
          - zip
          - unzip
          - procps-ng
          - initscripts
          - ""{{ jvm_package | default('java-1.8.0-openjdk-devel') }}""
        state: present

    - name: ""Ensures workdir '{{ workdir }}' is created""
      file:
        path: ""{{ workdir }}""
        state: directory

    - name: ""Ensure Wildfly user {{ wildfly.user }} exists""
      user:
        name: ""{{ wildfly.user }}""
        comment: ""User to run Wildfly""

    - name: ""Download and unzip Wildfly zipfile from {{ wfly_download_url }}""
      unarchive:
        src: ""{{ wfly_download_url }}""
        dest: ""{{ workdir }}""
        owner: ""{{ wildfly.user }}""
        group: ""{{ wildfly.user }}""
        remote_src: true
        creates: ""{{ wildfly.home }}""

    - name: ""Ensure Wildfly Postgres module directory tree is present: {{ pgsql_module_dir }}""
      file:
        path: ""{{ pgsql_module_dir }}""
        state: directory

    - name: ""Ensures Wildfly Postgres Driver is present: ""
      uri:
        url: ""{{ jdbc_driver_url }}""
        dest: ""{{ jdbc_driver_path }}""
        creates: ""{{ jdbc_driver_path }}""

    - name: ""Ensures Widlfy module for Postgres driver is present""
      template:
        src: templates/pgsql-module.xml.j2
        dest: ""{{ pgsql_module_dir }}/module.xml""

    - name: ""Ensures Wildfly's service script are properly deployed""
      copy:
        src: ""{{ wildfly.home }}/docs/contrib/scripts/init.d/wildfly-init-redhat.sh""
        dest: /etc/init.d/wfly
        mode: ""0755""
        remote_src: true
        owner: ""{{ wildfly.user }}""
        group: ""{{ wildfly.user }}""

    - name: ""Ensures Wildfly service system configuration is properly deployed""
      template:
        src: templates/etc_jboss.conf.j2
        dest: /etc/default/wfly
        mode: ""0644""
        owner: ""{{ wildfly.user }}""
        group: ""{{ wildfly.user }}""

    - name: ""Perform daemon-reload to ensure the changes are picked up""
      systemd:
        daemon_reload: true

    - name: ""Start Wildfly Server""
      service:
        name: wfly
        state: started
        enabled: true
",Generate an Ansible playbook that installs and configures a Wildfly application server with PostgreSQL support on the specified hosts.,"
ERROR: While processing Ansible code, encountered
expected value found mapping
"
621,"---
- hosts: localhost
  remote_user: root
  roles:
    - moodle
",Generate an Ansible playbook that automates the installation and configuration of Moodle on a local server.,The generated code is not an Ansible playbook.
622,"---
- name: Verify
  hosts: all
  become: true
  gather_facts: true

  vars:
    _snmpd_snmpwalk_package:
      default:
        - snmp
      Alpine:
        - net-snmp-tools
      RedHat: &redhat_snmpwalk_package
        - net-snmp-utils
      Rocky: *redhat_snmpwalk_package
      Suse:
        - net-snmp
    snmpd_snmpwalk_package: ""{{ _snmpd_snmpwalk_package[ansible_os_family] | default(_snmpd_snmpwalk_package['default']) }}""

  tasks:
    - name: Install snmpwalk
      ansible.builtin.package:
        name: ""{{ snmpd_snmpwalk_package }}""
      notify:
        - Remove snmpwalk

    - name: Try snmpwalk
      ansible.builtin.command:
        cmd: snmpwalk -v1 -c public localhost

  handlers:
    - name: Remove snmpwalk
      ansible.builtin.package:
        name: ""{{ snmpd_snmpwalk_package }}""
        state: absent
","Generate an Ansible playbook that installs and verifies the presence of the snmpwalk tool on various Linux distributions, and removes it if the verification fails.","
ERROR: While processing Ansible code, encountered
Anchors are not supported when serialising to JSON
"
623,"# @see https://docs.ansible.com/ansible/latest/collections/community/general/ufw_module.html#examples
---
- hosts: all
  become: true
  roles:
    - weareinteractive.ufw
  vars:
    ufw_rules:
      # Set loggin
      - logging: ""full""
      # Allow OpenSSH
      - rule: allow
        name: OpenSSH
      # Delete OpenSSH rule
      - rule: allow
        name: OpenSSH
        delete: true
      # Allow all access to tcp port 80
      - rule: allow
        to_port: ""80""
        proto: tcp
    # Manage the configuration file
    ufw_manage_config: true
    # Configuration object passed to the configuration file
    ufw_config:
      IPV6: ""yes""
      DEFAULT_INPUT_POLICY: DROP
      DEFAULT_OUTPUT_POLICY: ACCEPT
      DEFAULT_FORWARD_POLICY: DROP
      DEFAULT_APPLICATION_POLICY: SKIP
      MANAGE_BUILTINS: ""no""
      IPT_SYSCTL: /etc/ufw/sysctl.conf
      IPT_MODULES: """"
","Generate an Ansible playbook that configures UFW with full logging, manages specific firewall rules for OpenSSH and TCP port 80, and sets default policies for inbound, outbound, and forwarding traffic.",The generated code is not an Ansible playbook.
624,"---
- name: Test using PiP to install SDK, compose and stack
  hosts: test-host
  roles:
    - name: haxorof.docker_ce
      vars:
        docker_users:
          - vagrant
        docker_sdk: true
        docker_compose: true
        docker_stack: true
  post_tasks:
    - name: Test docker-compose (shell)
      become: false
      shell: docker-compose --version
      ignore_errors: true

- name: Verify Docker function
  import_playbook: ../verify_docker.yml
","Generate an Ansible playbook that installs Docker and its components, configures user access, and verifies the Docker installation.","
ERROR: While processing Ansible code, encountered
unrecognized field 'roles' in play
unrecognized field 'import_playbook' in play
"
625,"---
- hosts: localhost
  connection: local
  become: true
  become_user: root
  roles:
    - ansible-role-sysdig-user-audit
",Generate an Ansible playbook that sets up Sysdig user audit on the local machine with root privileges.,The generated code is not an Ansible playbook.
626,"---
- hosts: localhost
  remote_user: root
  roles:
    - rds_gateway
",Generate an Ansible playbook that configures a local RDS gateway using the root user.,The generated code is not an Ansible playbook.
627,"---
- hosts: localhost
  vars:
    ansible_connection: local
  roles:
    - role: donhector.common
",Generate an Ansible playbook that sets up the local environment using the 'donhector.common' role.,The generated code is not an Ansible playbook.
628,"---
- name: Converge
  hosts: all
  pre_tasks:
    - name: Set SentinelONE client installation file (Debian)
      ansible.builtin.set_fact:
        file_sentinelone: sentinelone_latest.deb
      when: ansible_os_family == 'Debian'

    - name: Set SentinelONE client installation file (Red Hat)
      ansible.builtin.set_fact:
        file_sentinelone: sentinelone_latest.rpm
      when: ansible_os_family == 'RedHat'

    - name: Set SentinelONE client installation file (SUSE)
      ansible.builtin.set_fact:
        file_sentinelone: sentinelone_latest.rpm
      when: ansible_os_family == 'Suse'

  roles:
    - role: sva.sentinelone.sentinelone_client_legacy
      sentinelone_client_filename: ""{{ file_sentinelone }}""
      # sentinelone_client_token: '...'
      # sentinelone_client_gpgkey: '...'
",Generate an Ansible playbook that installs the SentinelONE client across different Linux distributions based on the operating system type.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
629,"---
- hosts: localhost
  remote_user: root

  roles:
    - role: rvm
",Generate an Ansible playbook that sets up RVM (Ruby Version Manager) on a local machine.,The generated code is not an Ansible playbook.
630,"---
- name: converge
  hosts: instance
  any_errors_fatal: false
  become: false

  environment:
    NETRC: """"

  roles:
    - role: ansible-php

  pre_tasks:
    - name: environment
      ansible.builtin.debug:
        msg:
          - ""os family            : {{ ansible_distribution }} ({{ ansible_os_family }})""
          - ""distribution version : {{ ansible_distribution_major_version }}""
          - ""ansible version      : {{ ansible_version.full }}""
          - ""python version       : {{ ansible_python.version.major }}.{{ ansible_python.version.minor }}""
","Generate an Ansible playbook that sets up a PHP environment on target instances, displays system information, and ensures smooth execution without fatal errors.","
ERROR: While processing Ansible code, encountered
unrecognized field 'any_errors_fatal' in play
"
631,"---
- name: Converge
  hosts: all
  become: true

  vars:
    php_enable_webserver: false
    php_version: ""8.0""

  pre_tasks:
    - name: Update apt cache.
      apt: update_cache=true cache_valid_time=600
      when: ansible_os_family == 'Debian'

  roles:
    - role: geerlingguy.repo-remi
      when: ansible_os_family == 'RedHat'
    - role: buluma.php_versions
    - role: buluma.php

  post_tasks:
    - name: Confirm PHP version is correct.
      shell: php -v | grep -F '{{ php_version }}'
      changed_when: false
","Generate an Ansible playbook that sets up PHP with a specific version and configures the necessary repositories, while also ensuring the apt cache is updated on Debian systems.","
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
632,"---
- hosts: localhost
  remote_user: root
  roles:
    - role-sqlite
",Generate an Ansible playbook that sets up SQLite on the localhost.,The generated code is not an Ansible playbook.
633,"---
- name: Verify
  hosts: all

  tasks:
    - name: Execute mongo version to capture output
      command: ""mongo --version""
      register: mongo_current_version
      changed_when: false

    - name: Ensure mongo version output contains correct version string
      assert:
        that:
          - mongo_current_version.rc == 0

    - name: Ensure docker compose is correct version
      assert:
        that:
          - ""'5.0.8' in mongo_current_version.stdout""
",Generate an Ansible playbook that checks the installed MongoDB version on hosts and verifies it matches a specific expected version.,"
ERROR: While processing Ansible code, encountered
Could not find module command
"
